KakaoTalk Chats with 사형집행소 -CH1 (8)
Date Saved : January 22, 2023, 11:00 PM


September 21, 2022, 5:12 PM
December 18, 2022, 11:40 PM, 장동건 : 死육死
December 18, 2022, 11:40 PM, 육지향 : 사육사 녹차 러번데
December 18, 2022, 11:40 PM, 육지향 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
December 18, 2022, 11:40 PM, 장동건 : 6번 죽어서 사6사인듯
December 18, 2022, 11:41 PM, 육지향 : 내일 맛보기로 3개만 들고 가봐?ㅋㅋㅋㅋㅋ
December 18, 2022, 11:41 PM, 장동건 : 좋네
December 18, 2022, 11:41 PM, 장동건 : 땃쥐 손톱만큼씩 먹어보면 되겠다
December 18, 2022, 11:41 PM, 육지향 : 이게 무슨...ㅋㅋㅋㅋㅋㅋㅋㅋ
December 18, 2022, 11:41 PM, 육지향 : 하나 들고가서 2등분도 나쁘진 않아
December 18, 2022, 11:41 PM, 장동건 : ㅋㅋㅋㅋㅋㅋ
December 18, 2022, 11:42 PM, 육지향 : 누가 자꾸 읽는데 내일 까딱하다 암살 당할 사육사인가...?
December 18, 2022, 11:42 PM, 육지향 : 누구지?
December 18, 2022, 11:42 PM, 장동건 : 자기 운명을 알아버린
December 18, 2022, 11:42 PM, 장동건 : 死六死인가
December 18, 2022, 11:43 PM, 육지향 : 그러게..
December 18, 2022, 11:43 PM, 육지향 : 암튼 내일 암살 무기 2개만 챙겨갈게
December 18, 2022, 11:44 PM, 장동건 : 닌자마냥
December 18, 2022, 11:44 PM, 장동건 : 입에 던지자
December 18, 2022, 11:44 PM, 육지향 : ㅋㅋㅋㅋㅋㅋ 병주고 약주고는 가능할 수도?
December 18, 2022, 11:44 PM, 장동건 : ㅋㅋㅋㅋ
December 18, 2022, 11:44 PM, 육지향 : 맛은 있는데 모양이 이상한 건 있어
December 18, 2022, 11:45 PM, 육지향 : 대신 모양은 이쁜데 맛은 없는 거 있고
December 18, 2022, 11:45 PM, 장동건 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
December 18, 2022, 11:45 PM, 육지향 : 내일 챙겨간다....ㅎ
December 18, 2022, 11:45 PM, 장동건 : 내일 눈길에서 넘어지고
December 18, 2022, 11:45 PM, 장동건 : 학교 빠질겡
December 18, 2022, 11:45 PM, 장동건 : 요
December 18, 2022, 11:45 PM, 육지향 : 강솔까지 암살하기엔... 줘도 안 먹을 거 같고
December 18, 2022, 11:46 PM, 장동건 : ㅋㅋㅋㅋㅋㅋㅋ
December 18, 2022, 11:46 PM, 장동건 : 446c00781fcc4b1a9c54b26f6c4780e04fc1e4aed191daabfea797af825436bb.png
December 18, 2022, 11:46 PM, 장동건 : 으으 토할거같아

December 19, 2022, 12:03 AM
December 19, 2022, 12:03 AM, . : 저 먹어볼래여
December 19, 2022, 12:07 AM, 육지향 : 그거 먹는다구?? 일단 가져가는 볼게
December 19, 2022, 12:07 AM, 육지향 : 꽤나 대다내,,
December 19, 2022, 12:10 AM, . : ㅋㅋㅋㅋ
December 19, 2022, 12:46 AM, 가은 : 나 안졸려서
December 19, 2022, 12:46 AM, 가은 : 잡담하고 싶은데
December 19, 2022, 12:46 AM, 가은 : 혹시 안자는 자식 나랑
December 19, 2022, 12:46 AM, 가은 : 디코할래..?
December 19, 2022, 12:46 AM, 장동건 : 갑자기
December 19, 2022, 12:46 AM, 장동건 : 초밥 먹고싶어졌어
December 19, 2022, 12:46 AM, 장동건 : 오
December 19, 2022, 12:46 AM, 장동건 : dacaba4bf126708fe9d3bd90b008bd4172533b7520ca41bfc5f859a1f1ef89d2.png
December 19, 2022, 12:46 AM, 장동건 : 저거 위에 상태바 보면서
December 19, 2022, 12:46 AM, 장동건 : 멍떄리고 있었는데
December 19, 2022, 12:46 AM, 가은 : ㅋㅋㅋㅋㅋㅋ
December 19, 2022, 12:47 AM, 장동건 : 전 VAL 채널에
December 19, 2022, 12:47 AM, 장동건 : 지금 5시간? 가까이
December 19, 2022, 12:47 AM, 장동건 : 잠수중인
December 19, 2022, 12:47 AM, 장동건 : 잠수부 라마거든여
December 19, 2022, 12:47 AM, 장동건 : 오실거면 오시구
December 19, 2022, 12:47 AM, 장동건 : 거의 10분 가까이 본듯..?
December 19, 2022, 12:47 AM, 가은 : 오랜만에 클린토피아하자
December 19, 2022, 12:47 AM, 장동건 : ㅇㅋ
December 19, 2022, 7:30 AM, 방장봇 : 해가 중천이여 🔆
일어나 이것들아
December 19, 2022, 9:09 AM, 육지향 : @가은 
December 19, 2022, 9:09 AM, 육지향 : @가은 
December 19, 2022, 9:17 AM, 육지향 : @가은 @가은 @가은 
December 19, 2022, 9:18 AM, 육지향 : @가은  가은아....
December 19, 2022, 6:03 PM, 이가은 : 오늘 안 갔는데
December 19, 2022, 6:03 PM, 이가은 : 내 녹차...
December 19, 2022, 6:09 PM, . : ㅋㅎㅋㅎㅋ
December 19, 2022, 6:13 PM, 육지향 : 괜찮았음????
December 19, 2022, 6:13 PM, 육지향 : 나 진짜 찐으로 궁금해
December 19, 2022, 6:13 PM, . : ㅇㅇ
December 19, 2022, 6:13 PM, . : 그다지 쓰지 않았다
December 19, 2022, 6:13 PM, 육지향 : 그거 진짜 써 먹지마 사육사..
December 19, 2022, 6:13 PM, 육지향 : ㄹㅇ????
December 19, 2022, 6:13 PM, 이가은 : 난 쓴거 좋아함
December 19, 2022, 6:14 PM, . : 예압
December 19, 2022, 6:14 PM, 육지향 : 둘에게 투자할게..
December 19, 2022, 6:14 PM, 이가은 : 녹차 쓴맛 사랑해
December 19, 2022, 6:14 PM, 육지향 : 내 쿠키...
December 19, 2022, 6:14 PM, 육지향 : 귀엽긴해..
December 19, 2022, 6:14 PM, 육지향 : 맛이 써서 그렇지
December 19, 2022, 6:40 PM, 장동건 : 역시 쓴맛은 인생의 쓴맛...
December 19, 2022, 6:50 PM, 육지향 : ㅋㅋㅋㅋㅋㅋ 언제 오는데?
December 19, 2022, 6:50 PM, 육지향 : 그때 가져와드림
December 19, 2022, 6:53 PM, 이가은 : 저 수요일이요
December 19, 2022, 6:53 PM, 이가은 : 내가 만든 쿠키가 너에게는 독인 그런건가...
December 19, 2022, 6:54 PM, 장동건 : 땃쥐가 먹는 식품이
December 19, 2022, 6:54 PM, 장동건 : 인간에게는 독일수 있는...
December 19, 2022, 7:33 PM, 육지향 : 아니지... 인간이 먹을 수 있는게 땃쥐에겐 독인데
December 19, 2022, 7:33 PM, 육지향 : 돼지는 먹을 수 있는 그런거지
December 19, 2022, 7:33 PM, . : ....?
December 19, 2022, 7:34 PM, 육지향 : :)
December 19, 2022, 7:34 PM, 장동건 : :]
December 19, 2022, 10:00 PM, 방장봇 : 발닦고 잠이나 자

December 20, 2022, 7:30 AM
December 20, 2022, 7:30 AM, 방장봇 : 해가 중천이여 🔆
일어나 이것들아
December 20, 2022, 10:00 PM, 방장봇 : 발닦고 잠이나 자

December 21, 2022, 7:30 AM
December 21, 2022, 7:30 AM, 방장봇 : 해가 중천이여 🔆
일어나 이것들아
December 21, 2022, 8:12 AM, 이가은 : 아니 왜 비가 오는거지
December 21, 2022, 1:05 PM, 장동건 : b0942c1469fb1babc1ec81ec618779b61856ea08ff56482ec7a8891c8431a644.jpg
December 21, 2022, 1:05 PM, 장동건 : @강은솔 흠..
December 21, 2022, 1:06 PM, 강은솔 :  ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
December 21, 2022, 1:39 PM, 강은솔 : ㅈ집…
December 21, 2022, 1:39 PM, 장동건 : bfb27f37613d3e97b14bda268ceeab506fcdba12c9d7cf769eaec655dcdf6d14.jpg
December 21, 2022, 1:39 PM, 장동건 : 집!
December 21, 2022, 1:39 PM, 강은솔 : 샹
December 21, 2022, 1:40 PM, 강은솔 : 아니 예비소집
December 21, 2022, 1:40 PM, 강은솔 : 좀 일찍 왔더니
December 21, 2022, 1:40 PM, 장동건 : 안타깝네
December 21, 2022, 1:41 PM, 강은솔 : 심지어
December 21, 2022, 1:41 PM, 강은솔 : 앞자리 중앙이라
December 21, 2022, 1:41 PM, 강은솔 : 뒤질거 같음
December 21, 2022, 1:41 PM, 장동건 : 오..
December 21, 2022, 1:43 PM, 강은솔 : 집가고싶다
December 21, 2022, 1:43 PM, 장동건 : 가
December 21, 2022, 1:44 PM, 강은솔 : 못가
December 21, 2022, 1:44 PM, 장동건 : 안타깝네
December 21, 2022, 1:45 PM, 강은솔 : 얼마나 또 오래
December 21, 2022, 1:45 PM, 강은솔 : 날 잡아둘까
December 21, 2022, 1:45 PM, 강은솔 : 다 부셔버리고 튈까
December 21, 2022, 1:45 PM, 장동건 : 미친 개가 되어보자
December 21, 2022, 1:45 PM, 강은솔 : 윽
December 21, 2022, 1:45 PM, 강은솔 : 악
December 21, 2022, 1:45 PM, 강은솔 : 안돼
December 21, 2022, 1:46 PM, 장동건 : ㅋ
December 21, 2022, 1:46 PM, 강은솔 : 짜증나네
December 21, 2022, 1:47 PM, 이가은 : 여기 이상해
December 21, 2022, 1:47 PM, 이가은 : 학교별로 나눠놓는 이유는?
December 21, 2022, 1:47 PM, 장동건 : ?
December 21, 2022, 1:48 PM, 이가은 : 몰라 이상해...
December 21, 2022, 1:49 PM, 장동건 : Emoticons
December 21, 2022, 1:49 PM, 이가은 : 뭔 과잠을 입고 계셔...
December 21, 2022, 1:51 PM, 강은솔 : ㅋㅋㅋㅋㅋㅋㅋ
December 21, 2022, 1:51 PM, 장동건 : ㅋㅋㅋㅋㅋㅋㅋ
December 21, 2022, 1:51 PM, 강은솔 : 재밌겠다
December 21, 2022, 1:54 PM, 이가은 : ㅠㅠㅡ
December 21, 2022, 1:55 PM, 장동건 : 안가면 해결되는건데~
December 21, 2022, 2:33 PM, 가은 : ㅋㅋㅋㅋㅋㅋ
December 21, 2022, 2:33 PM, 가은 : 끝났다
December 21, 2022, 2:34 PM, 육지향 : ㅋㅋㅋㅋㅋㅋ
December 21, 2022, 2:34 PM, 육지향 : 행복
December 21, 2022, 2:34 PM, 장동건 : ㅋㅋㅋㅋㅋ
December 21, 2022, 3:59 PM, 장동건 : 한것도 없는데 체지방률 또 떨어짐
December 21, 2022, 4:10 PM, 이가은 : 갤럭시탭을 살까 아이패드를 살까
December 21, 2022, 4:10 PM, 장동건 : 갤탭...
December 21, 2022, 4:11 PM, 장동건 : 추천..
December 21, 2022, 4:11 PM, 이가은 : 왜
December 21, 2022, 4:11 PM, 장동건 : 애플 폐쇄성 감당 ㄱㄴ?
December 21, 2022, 4:11 PM, 이가은 : ㅏ
December 21, 2022, 4:11 PM, 이가은 : 가능할수도
December 21, 2022, 4:11 PM, 이가은 : 어차피 쓰는것만 쓰니까
December 21, 2022, 4:12 PM, 장동건 : 제일 중요한거
December 21, 2022, 4:12 PM, 장동건 : 가격
December 21, 2022, 4:12 PM, 이가은 : 어머니께서
December 21, 2022, 4:12 PM, 이가은 : 아이패드를 강하게 밀고계심
December 21, 2022, 4:12 PM, 장동건 : 그러니까 갤탭
December 21, 2022, 4:12 PM, 장동건 : 어라
December 21, 2022, 4:12 PM, 이가은 : 투자자분이 동의하심
December 21, 2022, 4:12 PM, 장동건 : 그러면
December 21, 2022, 4:12 PM, . : ㅋㅎㅋㅎㅋㅎㅋ
December 21, 2022, 4:12 PM, 장동건 : 왜 물어본거냐..
December 21, 2022, 4:13 PM, . : ㄹㅇㅋㄱㅋㅋㅋㅋ
December 21, 2022, 4:13 PM, 장동건 : 어의없내
December 21, 2022, 4:13 PM, 이가은 : 그니까 뭐가 좋을까라는거지
December 21, 2022, 4:13 PM, 이가은 : ㅋ
December 21, 2022, 4:13 PM, . : 근데  본인의 의견반영은 안되는거임?
December 21, 2022, 4:13 PM, 장동건 : 확장성은
December 21, 2022, 4:13 PM, 장동건 : 갤탭이 훨 나음
December 21, 2022, 4:13 PM, 이가은 : 참고만 할거임
December 21, 2022, 4:13 PM, 이가은 : 필기감 괜찮음?
December 21, 2022, 4:13 PM, 장동건 : ㅇㅇ
December 21, 2022, 4:13 PM, 장동건 : 종이질감 쓰면
December 21, 2022, 4:13 PM, 장동건 : 기서 기임
December 21, 2022, 4:14 PM, 이가은 : 아이패드는 뭐가 좋은거지
December 21, 2022, 4:14 PM, 장동건 : 그
December 21, 2022, 4:14 PM, 장동건 : 얼어 죽을 감성?
December 21, 2022, 4:14 PM, 이가은 : 일단 멋지지
December 21, 2022, 4:14 PM, 이가은 : 좋네
December 21, 2022, 4:14 PM, 장동건 : 그리고 예쁜 로고
December 21, 2022, 4:14 PM, 이가은 : 와
December 21, 2022, 4:14 PM, 장동건 : 글고 삼성은
December 21, 2022, 4:14 PM, 이가은 : +스티커
December 21, 2022, 4:14 PM, 장동건 : 내가 원하는 대로 커펌이 ㄱㄴ
December 21, 2022, 4:16 PM, 이가은 : 예를 들어?
December 21, 2022, 4:16 PM, 장동건 : 커텀 아니고
December 21, 2022, 4:16 PM, 장동건 : 커펌
December 21, 2022, 4:16 PM, 장동건 : 태블릿 뇌 교체
December 21, 2022, 4:17 PM, 장동건 : 내가 원하는대로
December 21, 2022, 4:17 PM, 장동건 : 바꿔서 쓸수 있음
December 21, 2022, 4:18 PM, 이가은 : 그건 나한테 딱히 쓸모가 없음
December 21, 2022, 4:18 PM, 이가은 : 사람보다 낫긴하네...
December 21, 2022, 4:19 PM, 장동건 : 뇌 바꾸고 UI 커스텀해서 나만의 태블릿 ㅆㄱㄴ
December 21, 2022, 4:19 PM, 이가은 : 그렇게 좋으면 결혼하는거 어때
December 21, 2022, 4:19 PM, 장동건 : 전
December 21, 2022, 4:20 PM, 장동건 : 그건좀
December 21, 2022, 4:20 PM, 장동건 : ㅡㅡ
December 21, 2022, 4:20 PM, 이가은 : 축의금 던져드림
December 21, 2022, 4:20 PM, 이가은 : 여러모로 사람보다 나은데?
December 21, 2022, 4:21 PM, 장동건 : 받고 이혼할까
December 21, 2022, 4:22 PM, 이가은 : 이혼하면 탭 나 줘라
December 21, 2022, 4:22 PM, 장동건 : ㅇㅅㅇ
December 21, 2022, 4:23 PM, 장동건 : 아직 1주년도 안됐음
December 21, 2022, 4:23 PM, 이가은 : 사람 일은 알수 없는거야...
December 21, 2022, 4:23 PM, 장동건 : ㅇㅅㅇ
December 21, 2022, 4:23 PM, 이가은 : 둘이 사이 좋아?
December 21, 2022, 4:31 PM, 장동건 : 일단 밥은 잘줌
December 21, 2022, 4:31 PM, 장동건 : 하루에 8시간만 일시킴
December 21, 2022, 4:52 PM, 육지향 : 와... 열일하네
December 21, 2022, 4:53 PM, 장동건 : 주 52시간제 준수중 ^^
December 21, 2022, 4:53 PM, 육지향 : 내 아이패드는 일 안하는데,,
December 21, 2022, 4:54 PM, 장동건 : ㄷㄷ
December 21, 2022, 4:54 PM, 장동건 : 돈값 못하네
December 21, 2022, 5:59 PM, 육지향 : 밥은 잘드심
December 21, 2022, 6:00 PM, 육지향 : 맨날 충전기 꽂혀있음..
December 21, 2022, 6:22 PM, 이가은 : 이건 고용관계아닌가
December 21, 2022, 6:49 PM, 장동건 : 식고문 아니냐 이거
December 21, 2022, 6:50 PM, 육지향 : ㅋㅋㅋㅋㅋㅋㅋ
December 21, 2022, 6:51 PM, 장동건 : 입에다가 음식 나오는 관을 24시간..
December 21, 2022, 7:47 PM, 육지향 : 항상 100%.. 
December 21, 2022, 7:48 PM, 장동건 : ㅋㅋㅋㅋㅋ
December 21, 2022, 9:21 PM, 이가은 : @강은솔
December 21, 2022, 9:25 PM, 장동건 : 쟤 겜중
December 21, 2022, 9:25 PM, 이가은 : 그랬구나
December 21, 2022, 9:25 PM, 이가은 : 그래서 3시간째 답이 없구나 그랬구나
December 21, 2022, 9:26 PM, 장동건 : 나도 그래서 기다리는중..
December 21, 2022, 9:26 PM, 이가은 : 아니 맛집인가봐
December 21, 2022, 9:26 PM, 이가은 : 대기표 끊고 기다리는건가
December 21, 2022, 9:26 PM, 장동건 : 개한테 맛집이라니 ㄷㄷ
December 21, 2022, 9:27 PM, 이가은 : 개집
December 21, 2022, 9:41 PM, 장동건 : 흠..
December 21, 2022, 10:00 PM, 방장봇 : 발닦고 잠이나 자

December 22, 2022, 7:30 AM
December 22, 2022, 7:30 AM, 방장봇 : 해가 중천이여 🔆
일어나 이것들아
December 22, 2022, 10:00 PM, 방장봇 : 발닦고 잠이나 자

December 23, 2022, 7:30 AM
December 23, 2022, 7:30 AM, 방장봇 : 해가 중천이여 🔆
일어나 이것들아
December 23, 2022, 8:50 AM, 장동건 : @이가은 니 뒤에
December 23, 2022, 8:52 AM, 이가은 : 저리가
December 23, 2022, 8:52 AM, 장동건 : 나도 모르는 사이에
December 23, 2022, 8:53 AM, 장동건 : 정해져 있더라고
December 23, 2022, 8:53 AM, 이가은 : 그
December 23, 2022, 8:53 AM, 이가은 : 맨앞에 무대 가서 봐
December 23, 2022, 8:53 AM, 이가은 : 누워서
December 23, 2022, 8:53 AM, 장동건 : Emoticons
December 23, 2022, 8:54 AM, 이가은 : 아 왜지
December 23, 2022, 8:54 AM, 이가은 : 그럼 맨 뒤?
December 23, 2022, 8:54 AM, 장동건 : Emoticons
December 23, 2022, 8:54 AM, 이가은 : 그러면
December 23, 2022, 8:54 AM, 장동건 : Emoticons
December 23, 2022, 8:54 AM, 이가은 : 애들 무릎에 눕자
December 23, 2022, 8:54 AM, 이가은 : 아 왜
December 23, 2022, 8:54 AM, 장동건 : Emoticons
December 23, 2022, 8:54 AM, 장동건 : Emoticons
December 23, 2022, 12:08 PM, 장동건 : 으 눈알 빠질거같아
December 23, 2022, 12:18 PM, 이가은 : 빼
December 23, 2022, 12:24 PM, 장동건 : Emoticons
December 23, 2022, 12:25 PM, 이가은 : 뭐만 하면 싫대
December 23, 2022, 12:26 PM, 이가은 : 상처...
December 23, 2022, 12:26 PM, 장동건 : 뭐만 하면 없애래...
December 23, 2022, 12:26 PM, 이가은 : 눈알 하나 더 넣게...?
December 23, 2022, 12:27 PM, 장동건 : 없애는 것보다는 낫지
December 23, 2022, 12:28 PM, 이가은 : 빼는게 훨씬 간단한데
December 23, 2022, 12:28 PM, 장동건 : 그냥 안하면
December 23, 2022, 12:28 PM, 장동건 : 되는거 아닌가
December 23, 2022, 12:28 PM, 이가은 : 그리고 디자인할때는 뭘 넣을지보다 뺄지를 생각하랬어
December 23, 2022, 12:29 PM, 장동건 : 저는 기능을 넣는게 일이라;;
December 23, 2022, 12:29 PM, 이가은 : 널 디자인하는게 어떨까
December 23, 2022, 12:29 PM, 장동건 : Emoticons
December 23, 2022, 12:29 PM, 이가은 : 커스텀 스킨 오
December 23, 2022, 12:29 PM, 이가은 : 인생을 게임처럼
December 23, 2022, 12:30 PM, 장동건 : 저놈의 입은 언제쯤 멈출까
December 23, 2022, 12:30 PM, 이가은 : 입은 멈춰있는데
December 23, 2022, 12:30 PM, 이가은 : 흠
December 23, 2022, 12:30 PM, 장동건 : (두통)
December 23, 2022, 12:30 PM, 이가은 : ㅋㅋㅋㅋㄱㅋㄲㅋㄲㅋㅋㄱㅋㅋㄱ
December 23, 2022, 12:31 PM, 장동건 : 타이레놀을 먹어야하나
December 23, 2022, 12:31 PM, 이가은 : 뇌를 빼자
December 23, 2022, 12:31 PM, 이가은 : 와
December 23, 2022, 12:31 PM, 장동건 : 어휴 ㅈㄹ..
December 23, 2022, 12:33 PM, 이가은 : 헐 상처받았어
December 23, 2022, 12:33 PM, 장동건 : 상처1..
December 23, 2022, 12:33 PM, 이가은 : 너무 슬버
December 23, 2022, 12:33 PM, 이가은 : 퍼
December 23, 2022, 12:33 PM, 장동건 : 상처2...
December 23, 2022, 12:33 PM, 장동건 : 상처3...
December 23, 2022, 12:34 PM, 이가은 : 3대 2인가
December 23, 2022, 12:35 PM, 장동건 : Emoticons
December 23, 2022, 12:35 PM, 이가은 : 한번만 더 해
December 23, 2022, 12:35 PM, 이가은 : 무승부 만들자
December 23, 2022, 12:35 PM, 장동건 : ㅈㄹ
December 23, 2022, 12:36 PM, 장동건 : 완성~
December 23, 2022, 12:36 PM, 이가은 : 와~
December 23, 2022, 10:00 PM, 방장봇 : 발닦고 잠이나 자

December 24, 2022, 7:30 AM
December 24, 2022, 7:30 AM, 방장봇 : 해가 중천이여 🔆
일어나 이것들아
December 24, 2022, 12:45 PM, 장동건 : f215809f4dc82e880baf3b9088c188942b09b25561fdcd21218a5a37c6bfa346.jpg
December 24, 2022, 12:46 PM, 장동건 : 야미~
December 24, 2022, 1:09 PM, 가은 : ㄷㄷ...
December 24, 2022, 1:10 PM, 장동건 : This message was deleted.
December 24, 2022, 1:10 PM, 장동건 : 0da3bec15505d9d824fc701b94d1456a20a35389ca0723d02282f280a3c7cd3d.jpg
December 24, 2022, 1:10 PM, 장동건 : 글이고 연말의 백마넌...
December 24, 2022, 3:42 PM, 이가은 : 와 추워서 눈이 안 뭉쳐
December 24, 2022, 5:41 PM, 장동건 : 온도를 살짝 높혀
December 24, 2022, 5:56 PM, 이가은 : 열심히 숨쉬어서 대기속 이산화탄소 농도를 증가시켜야하는건가
December 24, 2022, 5:57 PM, 장동건 : 다량의 히터...?
December 24, 2022, 5:57 PM, 이가은 : 드라이기 가져와
December 24, 2022, 5:59 PM, 장동건 : ㄱㅊㅇ
December 24, 2022, 10:00 PM, 방장봇 : 발닦고 잠이나 자

December 25, 2022, 12:39 AM
December 25, 2022, 12:39 AM, 가은 : 크리스마스 잘보내라
December 25, 2022, 12:39 AM, 가은 : 사집소랑 맞이하는 2번째 크리스마스이자
December 25, 2022, 12:39 AM, 가은 : 마지막이지 않겠냐
December 25, 2022, 12:39 AM, 가은 : Emoticons
December 25, 2022, 12:40 AM, 장동건 : 아주 재밌는 크리스마스가 돌아왔군요~
December 25, 2022, 12:40 AM, 장동건 : 솔크들 축하드리고요~
December 25, 2022, 12:40 AM, 가은 : 어이가없네
December 25, 2022, 12:40 AM, 장동건 : ^^
December 25, 2022, 12:42 AM, 장동건 : 전 아니니...
December 25, 2022, 12:42 AM, 장동건 : 빠져있겠습니다..
December 25, 2022, 12:45 AM, 가은 : ?
December 25, 2022, 12:45 AM, 장동건 : ?
December 25, 2022, 12:45 AM, 가은 : 솔크가 아니라고?
December 25, 2022, 12:45 AM, 장동건 : ㅖ~
December 25, 2022, 12:45 AM, 가은 : ?
December 25, 2022, 12:45 AM, 가은 : ??
December 25, 2022, 12:45 AM, 가은 : ???
December 25, 2022, 12:45 AM, 가은 : ????
December 25, 2022, 12:45 AM, 가은 : ?????
December 25, 2022, 12:45 AM, 가은 : ??????
December 25, 2022, 12:45 AM, 가은 : ???????
December 25, 2022, 12:45 AM, 장동건 : 와 갈고리 수집!
December 25, 2022, 12:46 AM, 가은 : ????????
December 25, 2022, 12:46 AM, 가은 : ???????
December 25, 2022, 12:46 AM, 가은 : ??????
December 25, 2022, 12:46 AM, 가은 : ?????
December 25, 2022, 12:46 AM, 가은 : ????
December 25, 2022, 12:46 AM, 가은 : ???
December 25, 2022, 12:46 AM, 가은 : ??
December 25, 2022, 12:46 AM, 가은 : ?
December 25, 2022, 12:46 AM, 가은 : 도대체
December 25, 2022, 12:46 AM, 가은 : 왜??
December 25, 2022, 12:46 AM, 장동건 : 그러게요...?
December 25, 2022, 12:46 AM, 가은 : 뭐냐
December 25, 2022, 12:46 AM, 가은 : 무,,무슨 의미야
December 25, 2022, 12:46 AM, 가은 : Emoticons
December 25, 2022, 12:46 AM, 장동건 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
December 25, 2022, 12:47 AM, 장동건 : 뭔 의미일까..
December 25, 2022, 12:47 AM, 가은 : 솔크가 아니라고?
December 25, 2022, 12:47 AM, 가은 : 또 어머니랑 보낸다 동생이 있다 이러면
December 25, 2022, 12:47 AM, 가은 : 대가리에 죽빵갈겨버린다
December 25, 2022, 12:47 AM, 장동건 : 아뇨
December 25, 2022, 12:47 AM, 가은 : 뭐야,,
December 25, 2022, 12:47 AM, 가은 : 누구야,,
December 25, 2022, 12:48 AM, 장동건 : 까면 재미없지..
December 25, 2022, 12:48 AM, 가은 : 니네 진짜 하나하나씩 나 놀래킨다,,?
December 25, 2022, 12:48 AM, 장동건 : 왜지
December 25, 2022, 12:48 AM, 장동건 : 또 누구지
December 25, 2022, 12:48 AM, 장동건 : 또 뭐지
December 25, 2022, 12:48 AM, 가은 : 진짜
December 25, 2022, 12:48 AM, 가은 : 들들 가지가지 한다
December 25, 2022, 12:48 AM, 장동건 : 나 말고 또 여기에 누가 있는건가
December 25, 2022, 12:49 AM, 가은 : 나만 11시에 같이 롤하는 애들이랑
December 25, 2022, 12:49 AM, 가은 : 삔또상해가지고
December 25, 2022, 12:49 AM, 가은 : 인생이랑 담쌓다가
December 25, 2022, 12:49 AM, 가은 : 존나 외로워져서
December 25, 2022, 12:49 AM, 가은 : 혼자 뻥이요 까먹으면서
December 25, 2022, 12:49 AM, 장동건 : 걔랑은 왜 담을 쌓아..
December 25, 2022, 12:49 AM, 가은 : 나좀 내버려두라는 노래 듣고 있니
December 25, 2022, 12:49 AM, 장동건 : 아 맞다
December 25, 2022, 12:49 AM, 장동건 : 자랑 하나만 해도 될까
December 25, 2022, 12:49 AM, 가은 : 예..
December 25, 2022, 12:49 AM, 가은 : 하세요
December 25, 2022, 12:49 AM, 가은 : 들어나보자
December 25, 2022, 12:50 AM, 장동건 : <Photo Unread>
December 25, 2022, 12:50 AM, 장동건 : 체임버의
December 25, 2022, 12:50 AM, 장동건 : 대가리 사냥꾼 뽑을
December 25, 2022, 12:50 AM, 장동건 : 프린터가 도착했습니다
December 25, 2022, 12:50 AM, 가은 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
December 25, 2022, 12:50 AM, 가은 : 와 이건
December 25, 2022, 12:50 AM, 가은 : 나한테도 희소식이노
December 25, 2022, 12:50 AM, 가은 : 좋다
December 25, 2022, 12:50 AM, 장동건 : ㅇㅇ 그래서
December 25, 2022, 12:50 AM, 가은 : 크리스마스 선물로
December 25, 2022, 12:50 AM, 장동건 : 자랑질을 ㅋㅋㅋㅋㅋㅋㅋㅋ
December 25, 2022, 12:50 AM, 가은 : 부탁드려요
December 25, 2022, 12:50 AM, 가은 : ^^^^
December 25, 2022, 12:50 AM, 장동건 : 오늘 안에 뽑으려면
December 25, 2022, 12:50 AM, 장동건 : 얘가
December 25, 2022, 12:50 AM, 장동건 : 4~5대가 필요하네요
December 25, 2022, 12:50 AM, 장동건 : ㅠ
December 25, 2022, 12:50 AM, 가은 : 아ㅋㅋ
December 25, 2022, 12:50 AM, 가은 : 오늘 내로는 말고
December 25, 2022, 12:51 AM, 장동건 : 내년 클스마스 선물로는
December 25, 2022, 12:51 AM, 장동건 : 가능 하겠다
December 25, 2022, 12:51 AM, 가은 : 아
December 25, 2022, 12:51 AM, 장동건 : 기대해
December 25, 2022, 12:51 AM, 장동건 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
December 25, 2022, 12:51 AM, 가은 : 그게 맞나
December 25, 2022, 12:51 AM, 장동건 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
December 25, 2022, 12:51 AM, 장동건 : 아무튼 이건 제 프로필 보면 단서는 많으니까
December 25, 2022, 12:51 AM, 장동건 : 알아서 찾아 보시고
December 25, 2022, 12:51 AM, 가은 : 니 프로필..?
December 25, 2022, 12:51 AM, 장동건 : 맞는건 아닐꺼야 아마..
December 25, 2022, 12:51 AM, 가은 : 뭔 프로필
December 25, 2022, 12:51 AM, 가은 : 카톡이요?
December 25, 2022, 12:51 AM, 장동건 : 아마도?
December 25, 2022, 12:52 AM, 가은 : 코딩이랑 연애하니?
December 25, 2022, 12:52 AM, 장동건 : 미쳤니..?
